SRC IP,Arrival Time,ARP,LLC,EAPOL,IP,ICMP,ICMP6,TCP,UDP,TCP_w_size,HTTP,HTTPS,DHCP,BOOTP,SSDP,DNS,MDNS,NTP,FTP,IP_padding,IP_ralert,Portcl_src,Portcl_dst,Pck_size,Pck_rawdata,Entropy,Flow Volume,Flow Per Second,Flow Duration,Average Flow Rate
192.168.29.8,73.6459105014801,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,48.31593990325928,1.1176435790780774
192.168.29.8,73.6462996006012,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,106,1,4.563354635087934,120,66,48.31632900238037,2.4836323967014966
192.168.29.8,73.64693355560303,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,48.3169629573822,1.1176199143069174
192.168.29.8,73.65516257286072,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,48.32519197463989,1.117429601279973
192.168.29.8,80.69321656227112,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,55.36324596405029,1.1921266329444737
192.168.29.8,80.7005066871643,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,55.37053608894348,0.9752479172904892
192.168.29.8,80.7005066871643,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,0,3,2,105,1,4.400430552025061,119,65,55.37053608894348,2.1491574473623745
192.168.29.8,80.70110058784485,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,55.37112998962402,0.9752374569585096
192.168.29.8,80.70943570137024,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,55.379465103149414,0.9750906748452692
192.168.29.8,87.76063370704651,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,2.4306631088256836,27.153084177052538
192.168.29.8,87.77309656143188,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,2.4431259632110596,22.102830886798195
